date,maxTemp,minTemp,pressure,humidity,visibility,dewPoint,cloudCover,windSpeed,windBearing,icon
2014-12-25 15:50:27.835081,89.3,74.3,1011.34,0.76,2.41,72.47,0.42,0.1,160,fog
2014-12-24 15:50:27.835081,90.53,74.3,1011.32,0.72,2.51,71.58,0.36,0.88,280,fog
2014-12-23 15:50:27.835081,89.76,75.2,1011.3,0.74,2.55,72.24,0.34,1.88,274,fog
2014-12-22 15:50:27.835081,89.62,75.2,1011.28,0.77,2.03,73.84,0.35,0.46,177,fog
2014-12-21 15:50:27.835081,90.53,76.98,1011.26,0.76,2.43,73.16,0.34,0.54,55,partly-cloudy-day
2014-12-20 15:50:27.835081,89.32,75.2,1011.24,0.74,2.7,72.34,0.76,0.63,73,partly-cloudy-day
2014-12-19 15:50:27.835081,86.4,76.11,1011.22,0.75,2.88,72.12,0.72,4.77,73,partly-cloudy-day
2014-12-18 15:50:27.835081,86.93,73.4,1011.2,0.76,3.19,72.1,0.57,0.85,44,partly-cloudy-day
2014-12-17 15:50:27.835081,90.82,75.2,1011.18,0.77,2.89,74.1,0.42,0.46,130,partly-cloudy-night
2014-12-16 15:50:27.835081,92.31,76.11,1011.16,0.75,2.53,73.58,0.33,0.23,235,fog
2014-12-15 15:50:27.835081,90.64,73.42,1011.14,0.77,2.69,73.92,0.43,1.76,280,partly-cloudy-day
2014-12-14 15:50:27.835081,90.53,75.77,1011.12,0.78,2.95,73.07,0.49,0.94,247,partly-cloudy-night
2014-12-13 15:50:27.835081,89.12,75.2,1011.1,0.82,2.75,74.11,0.56,0.32,45,fog
2014-12-12 15:50:27.835081,93.23,73.4,1011.07,0.82,2.66,74.97,0.56,2.23,354,wind
2014-12-11 15:50:27.835081,87.83,75.17,1011.05,0.84,2.51,74.39,0.63,1.32,254,fog
2014-12-10 15:50:27.835081,84.53,73.4,1011.03,0.87,2.18,74.12,0.76,1.62,189,fog
2014-12-09 15:50:27.835081,89.31,74.3,1011.01,0.79,2.38,73.51,0.51,1.62,290,fog
2014-12-08 15:50:27.835081,91.43,73.4,1010.99,0.81,2.38,74.56,0.56,0.97,243,fog
2014-12-07 15:50:27.835081,92.31,74.3,1010.97,0.75,2.72,71.49,0.42,1.47,326,fog
2014-12-06 15:50:27.835081,91.41,70.72,1010.95,0.7,2.75,68.31,0.46,0.39,202,fog
2014-12-05 15:50:27.835081,90.53,70.72,1010.93,0.7,2.52,68.5,0.59,1.57,77,partly-cloudy-day
2014-12-04 15:50:27.835081,90.53,71.63,1010.91,0.79,2.7,72.9,0.44,0.39,20,fog
2014-12-03 15:50:27.835081,91.43,72.51,1010.88,0.78,2.98,73.02,0.43,0.49,308,partly-cloudy-day
2014-12-02 15:50:27.835081,88.78,71.63,1010.86,0.75,2.87,71.09,0.58,2.71,59,partly-cloudy-day
2014-12-01 15:50:27.835081,90.53,73.4,1010.84,0.66,3.43,67.97,0.64,3.24,63,partly-cloudy-day
2014-11-30 15:50:27.835081,86.41,75.2,1010.82,0.69,2.88,68.59,0.73,3.32,48,fog
2014-11-29 15:50:27.835081,85.21,76.08,1010.8,0.81,2.13,73.85,0.77,0.11,355,fog
2014-11-28 15:50:27.835081,86.92,73.4,1010.78,0.79,2.31,73.51,0.74,0.31,241,fog
2014-11-27 15:50:27.835081,86.01,75.2,1010.76,0.76,2.71,72.11,0.66,0.12,189,fog
2014-11-26 15:50:27.835081,87.83,75.92,1010.74,0.74,2.55,71.42,0.55,0.83,85,partly-cloudy-day
2014-11-25 15:50:27.835081,86.92,74.86,1010.72,0.77,2.51,72.65,0.65,1.35,107,fog
2014-11-24 15:50:27.835081,89.62,75.2,1010.7,0.78,2.5,73.45,0.44,0.61,176,fog
2014-11-23 15:50:27.835081,88.73,73.42,1010.68,0.84,2.27,74.28,0.7,0.59,284,fog
2014-11-22 15:50:27.835081,87.83,75.2,1010.66,0.79,2.45,73.83,0.66,0.31,179,partly-cloudy-day
2014-11-21 15:50:27.835081,86.01,77.57,1010.64,0.75,2.57,72.01,0.56,1.09,129,fog
2014-11-20 15:50:27.835081,89.75,76.11,1010.63,0.71,2.99,71.07,0.39,0.64,119,fog
2014-11-19 15:50:27.835081,88.73,74.3,1010.61,0.74,2.9,73.5,0.52,0.73,92,partly-cloudy-day
2014-11-18 15:50:27.835081,91.43,77.3,1010.59,0.75,2.99,73.08,0.45,0.3,186,partly-cloudy-day
2014-11-17 15:50:27.835081,90.92,74.75,1010.57,0.77,2.95,74.56,0.44,0.18,266,partly-cloudy-day
2014-11-16 15:50:27.835081,89.95,75.2,1010.55,0.76,3.41,73.87,0.42,1.36,276,partly-cloudy-day
2014-11-15 15:50:27.835081,90.82,76.67,1010.54,0.75,3.37,73.66,0.55,1.48,258,fog
2014-11-14 15:50:27.835081,88.73,76.35,1010.52,0.84,2.64,73.87,0.81,0.44,308,fog
2014-11-13 15:50:27.835081,89.62,74.3,1010.5,0.83,2.45,75.18,0.67,1.14,142,fog
2014-11-12 15:50:27.835081,88.07,75.2,1010.49,0.83,2.43,75.09,0.61,0.95,281,fog
2014-11-11 15:50:27.835081,88.84,75.37,1010.47,0.82,2.23,74.29,0.63,0.82,215,fog
2014-11-10 15:50:27.835081,88.73,76.11,1010.46,0.8,2.49,74.34,0.53,2.8,287,fog
2014-11-09 15:50:27.835081,87.87,73.4,1010.44,0.8,2.51,74.7,0.42,1.77,263,fog
2014-11-08 15:50:27.835081,89.62,75.2,1010.43,0.78,2.51,73.14,0.49,1.68,241,fog
2014-11-07 15:50:27.835081,90.53,72.51,1010.41,0.75,2.46,72.61,0.33,1.34,252,fog
2014-11-06 15:50:27.835081,89.62,75.2,1010.4,0.78,2.66,73.72,0.44,2.78,332,fog
2014-11-05 15:50:27.835081,88.98,75.2,1010.38,0.8,2.63,74.83,0.58,0.73,309,fog
2014-11-04 15:50:27.835081,87.83,77.01,1010.37,0.81,2.95,74.19,0.66,1.43,204,partly-cloudy-day
2014-11-03 15:50:27.835081,88.73,75.01,1010.36,0.85,2.67,74.75,0.8,0.99,125,partly-cloudy-day
2014-11-02 15:50:27.835081,87.42,75.2,1010.35,0.86,2.56,74.07,0.75,0.51,166,fog
2014-11-01 15:50:27.835081,88.73,75.2,1010.33,0.82,2.49,74.25,0.74,1.37,139,partly-cloudy-day
2014-10-31 15:50:27.835081,87.86,75.2,1010.32,0.8,2.81,73.92,0.61,3.7,157,partly-cloudy-day
2014-10-30 15:50:27.835081,87.83,75.49,1010.31,0.83,3.26,75.17,0.59,2.26,187,partly-cloudy-day
2014-10-29 15:50:27.835081,89.62,76.62,1010.3,0.83,2.89,75.93,0.61,2.49,302,fog
2014-10-28 15:50:27.835081,86.92,77.01,1010.29,0.86,2.7,75.08,0.68,3.04,0,wind
2014-10-27 15:50:27.835081,86.86,73.4,1010.28,0.84,3.0,74.46,0.66,1.39,359,fog
2014-10-26 15:50:27.835081,90.53,74.3,1010.27,0.81,3.13,74.66,0.63,0.41,212,partly-cloudy-day
2014-10-25 15:50:27.835081,86.49,75.2,1010.26,0.86,2.69,75.3,0.67,1.3,187,partly-cloudy-day
2014-10-24 15:50:27.835081,87.47,76.98,1010.25,0.85,3.13,75.6,0.66,1.22,225,partly-cloudy-day
2014-10-23 15:50:27.835081,86.92,74.27,1010.24,0.86,2.25,74.54,0.78,0.63,130,fog
2014-10-22 15:50:27.835081,90.53,74.27,1010.24,0.85,2.42,75.34,0.73,0.38,278,fog
2014-10-21 15:50:27.835081,87.83,75.2,1010.23,0.89,2.52,75.46,0.78,0.89,237,fog
2014-10-20 15:50:27.835081,87.71,75.96,1010.22,0.88,2.17,75.12,0.85,0.83,110,fog
2014-10-19 15:50:27.835081,86.92,74.3,1010.21,0.88,2.51,75.1,0.88,0.98,161,fog
2014-10-18 15:50:27.835081,85.54,75.2,1010.21,0.91,2.03,75.24,0.97,0.59,225,fog
2014-10-17 15:50:27.835081,90.53,74.27,1010.2,0.87,2.45,75.71,0.74,1.04,230,fog
2014-10-16 15:50:27.835081,89.18,75.2,1010.2,0.86,2.41,75.57,0.69,1.57,104,fog
2014-10-15 15:50:27.835081,89.62,76.08,1010.19,0.86,2.66,75.65,0.71,0.98,86,fog
2014-10-14 15:50:27.835081,89.62,76.11,1010.19,0.82,2.78,75.87,0.55,0.77,182,fog
2014-10-13 15:50:27.835081,87.83,76.11,1010.18,0.81,3.33,75.09,0.58,1.04,237,partly-cloudy-day
2014-10-12 15:50:27.835081,83.97,75.2,1010.18,0.87,2.68,74.88,0.83,0.19,125,partly-cloudy-day
2014-10-11 15:50:27.835081,82.35,75.2,1010.17,0.89,2.0,75.28,0.85,0.83,63,fog
2014-10-10 15:50:27.835081,85.41,76.11,1010.17,0.87,2.27,75.63,0.87,1.34,74,fog
2014-10-09 15:50:27.835081,87.83,75.2,1010.17,0.83,2.98,75.95,0.61,3.93,297,partly-cloudy-day
2014-10-08 15:50:27.835081,87.89,75.15,1010.16,0.84,2.67,75.27,0.76,0.33,261,partly-cloudy-day
2014-10-07 15:50:27.835081,86.01,75.17,1010.16,0.84,2.67,76.06,0.77,1.85,264,fog
2014-10-06 15:50:27.835081,88.73,77.89,1010.16,0.84,2.52,76.08,0.7,1.66,309,partly-cloudy-day
2014-10-05 15:50:27.835081,89.62,75.2,1010.15,0.84,2.38,75.88,0.81,1.9,237,fog
2014-10-04 15:50:27.835081,86.57,75.2,1010.15,0.88,2.32,75.67,0.79,2.01,303,fog
2014-10-03 15:50:27.835081,90.53,73.4,1010.15,0.81,2.43,75.57,0.65,1.75,258,fog
2014-10-02 15:50:27.835081,89.01,77.01,1010.15,0.84,2.71,76.1,0.54,1.77,284,fog
2014-10-01 15:50:27.835081,88.73,75.2,1010.15,0.86,2.47,75.09,0.61,1.15,240,fog
2014-09-30 15:50:27.835081,87.83,73.4,1010.15,0.91,2.37,75.3,0.8,0.88,232,fog
2014-09-29 15:50:27.835081,90.53,75.2,1010.14,0.86,2.99,76.18,0.62,2.07,219,fog
2014-09-28 15:50:27.835081,86.92,75.2,1010.14,0.88,2.47,75.39,0.82,1.98,264,fog
2014-09-27 15:50:27.835081,92.31,72.51,1010.14,0.85,2.75,74.7,0.7,1.6,290,fog
2014-09-26 15:50:27.835081,90.01,73.4,1010.14,0.86,3.05,74.13,0.74,0.81,234,fog
2014-09-25 15:50:27.835081,93.19,74.3,1010.14,0.85,2.72,75.34,0.69,1.47,283,fog
2014-09-24 15:50:27.835081,90.53,75.2,1010.14,0.83,2.88,76.15,0.56,2.55,294,fog
2014-09-23 15:50:27.835081,89.62,77.01,1010.14,0.8,3.59,75.52,0.48,4.7,302,partly-cloudy-day
2014-09-22 15:50:27.835081,89.62,77.92,1010.14,0.8,3.37,75.26,0.59,5.99,315,partly-cloudy-day
2014-09-21 15:50:27.835081,89.62,75.2,1010.14,0.82,2.94,74.84,0.4,4.61,316,partly-cloudy-day
2014-09-20 15:50:27.835081,87.83,75.2,1010.14,0.82,2.89,74.4,0.44,4.3,319,fog
2014-09-19 15:50:27.835081,87.18,75.2,1010.18,0.85,2.94,74.6,0.59,4.44,306,fog
2014-09-18 15:50:27.835081,87.83,74.3,1010.14,0.84,2.75,74.84,0.62,3.22,317,fog
2014-09-17 15:50:27.835081,86.92,74.3,1010.14,0.85,2.96,75.12,0.7,3.84,313,partly-cloudy-day
2014-09-16 15:50:27.835081,88.73,74.3,1010.14,0.84,2.59,75.76,0.57,4.23,318,fog
2014-09-15 15:50:27.835081,87.88,75.2,1010.14,0.84,3.27,74.32,0.67,3.51,301,partly-cloudy-day
2014-09-14 15:50:27.835081,82.43,73.4,1010.14,0.9,2.57,74.94,0.69,3.06,286,fog
2014-09-13 15:50:27.835081,88.73,75.93,1010.14,0.83,3.13,75.4,0.54,3.46,305,partly-cloudy-day
2014-09-12 15:50:27.835081,88.96,75.2,1010.14,0.81,3.27,75.48,0.5,5.5,316,partly-cloudy-day
2014-09-11 15:50:27.835081,89.62,75.2,1010.13,0.81,3.41,74.86,0.45,4.27,299,partly-cloudy-day
2014-09-10 15:50:27.835081,87.83,74.3,1010.13,0.83,3.13,75.47,0.5,4.13,296,partly-cloudy-day
2014-09-09 15:50:27.835081,87.19,75.2,1010.13,0.84,3.03,75.28,0.54,4.03,314,partly-cloudy-day
2014-09-08 15:50:27.835081,87.83,74.3,1010.13,0.86,3.0,75.32,0.67,2.53,274,partly-cloudy-day
2014-09-07 15:50:27.835081,84.23,74.3,1010.13,0.89,2.59,75.46,0.92,3.25,302,fog
2014-09-06 15:50:27.835081,86.43,75.2,1010.13,0.87,2.71,75.2,0.75,3.7,290,fog
2014-09-05 15:50:27.835081,84.2,73.4,1010.13,0.91,2.31,74.69,0.95,1.15,196,fog
2014-09-04 15:50:27.835081,87.83,75.01,1010.12,0.84,2.78,74.79,0.79,0.55,265,partly-cloudy-day
2014-09-03 15:50:27.835081,85.32,75.2,1010.12,0.89,2.56,74.87,0.89,1.18,144,partly-cloudy-day
2014-09-02 15:50:27.835081,84.55,75.17,1010.12,0.88,2.89,75.15,0.79,1.96,272,fog
2014-09-01 15:50:27.835081,80.1,74.3,1010.12,0.95,2.52,74.81,0.85,1.75,101,partly-cloudy-day
2014-08-31 15:50:27.835081,86.13,73.4,1010.11,0.9,2.38,75.16,0.89,4.96,284,fog
2014-08-30 15:50:27.835081,81.51,73.4,1010.11,0.93,2.23,74.35,0.91,4.51,301,fog
2014-08-29 15:50:27.835081,84.26,74.3,1010.11,0.9,2.58,74.53,0.74,1.86,358,partly-cloudy-day
2014-08-28 15:50:27.835081,87.16,73.4,1010.1,0.86,2.5,75.6,0.7,3.93,297,fog
2014-08-27 15:50:27.835081,86.92,76.11,1010.1,0.84,2.87,75.62,0.66,3.09,293,partly-cloudy-day
2014-08-26 15:50:27.835081,88.73,76.11,1010.09,0.85,3.29,76.66,0.68,4.07,274,partly-cloudy-day
2014-08-25 15:50:27.835081,88.38,76.43,1010.09,0.84,3.31,75.54,0.51,2.08,230,partly-cloudy-day
2014-08-24 15:50:27.835081,87.83,75.06,1010.08,0.86,2.98,75.23,0.62,1.68,234,partly-cloudy-day
2014-08-23 15:50:27.835081,77.46,73.4,1010.08,0.94,2.3,74.13,0.98,1.08,165,cloudy
2014-08-22 15:50:27.835081,88.73,74.3,1010.07,0.88,3.04,75.42,0.83,2.61,259,fog
2014-08-21 15:50:27.835081,92.31,75.2,1010.06,0.84,3.17,76.24,0.71,0.72,208,partly-cloudy-day
2014-08-20 15:50:27.835081,91.43,76.11,1010.0,0.83,3.2,76.21,0.59,3.29,287,partly-cloudy-day
2014-08-19 15:50:27.835081,88.73,75.2,1010.05,0.87,3.15,75.89,0.8,1.1,260,partly-cloudy-day
2014-08-18 15:50:27.835081,88.73,75.2,1010.04,0.86,2.95,76.35,0.66,2.44,306,partly-cloudy-day
2014-08-17 15:50:27.835081,87.83,76.11,1010.03,0.84,3.02,75.55,0.6,4.06,319,partly-cloudy-day
2014-08-16 15:50:27.835081,88.73,75.94,1010.02,0.85,2.72,75.73,0.71,3.71,301,partly-cloudy-day
2014-08-15 15:50:27.835081,83.33,75.81,1010.01,0.88,2.71,75.41,0.67,3.99,306,partly-cloudy-day
2014-08-14 15:50:27.835081,87.06,76.11,1010.0,0.85,2.67,74.24,0.57,3.65,292,partly-cloudy-day
2014-08-13 15:50:27.835081,81.26,74.16,1009.99,0.91,2.71,74.06,0.86,1.78,287,fog
2014-08-12 15:50:27.835081,83.6,73.4,1009.98,0.91,2.6,74.3,0.9,2.6,322,partly-cloudy-day
2014-08-11 15:50:27.835081,77.93,73.4,1009.97,0.94,2.21,74.27,0.98,0.51,261,fog
2014-08-10 15:50:27.835081,85.7,75.06,1009.96,0.89,2.78,74.32,0.91,3.26,293,fog
2014-08-09 15:50:27.835081,86.01,73.4,1009.94,0.86,2.71,74.13,0.84,3.31,301,fog
2014-08-08 15:50:27.835081,78.52,73.19,1009.93,0.95,2.25,74.13,0.93,1.51,262,fog
2014-08-07 15:50:27.835081,85.21,73.4,1009.92,0.87,2.96,73.57,0.89,0.85,349,partly-cloudy-day
2014-08-06 15:50:27.835081,81.51,72.51,1009.9,0.91,2.33,72.4,0.99,2.9,348,fog
2014-08-05 15:50:27.835081,81.53,70.72,1009.89,0.93,2.28,73.54,0.98,2.2,77,fog
2014-08-04 15:50:27.835081,81.78,73.37,1009.14,0.93,2.17,74.89,0.99,1.54,286,fog
2014-08-03 15:50:27.835081,84.23,73.4,1009.87,0.93,2.27,75.04,0.98,2.66,298,fog
2014-08-02 15:50:27.835081,83.77,73.4,1009.84,0.92,2.35,72.33,0.98,2.23,339,fog
2014-08-01 15:50:27.835081,76.5,54.22,1009.82,0.96,2.22,73.92,1.0,2.63,296,fog
2014-07-31 15:50:27.835081,80.56,73.4,1009.81,0.93,2.31,74.72,0.89,1.4,47,fog
2014-07-30 15:50:27.835081,86.86,73.4,1009.79,0.86,2.54,76.06,0.66,3.2,266,fog
2014-07-29 15:50:27.835081,87.32,76.11,1009.77,0.86,2.43,76.5,0.84,4.97,301,fog
2014-07-28 15:50:27.835081,86.01,76.11,1009.75,0.88,2.38,75.98,0.92,5.57,296,fog
2014-07-27 15:50:27.835081,84.96,76.11,1009.74,0.89,2.64,75.8,0.87,3.27,297,fog
2014-07-26 15:50:27.835081,83.19,75.2,1009.72,0.91,2.44,74.9,0.8,0.78,342,partly-cloudy-day
2014-07-25 15:50:27.835081,86.04,74.27,1009.7,0.89,2.45,74.55,0.84,1.41,19,partly-cloudy-day
2014-07-24 15:50:27.835081,87.83,73.4,1009.68,0.85,2.55,74.48,0.76,2.1,268,fog
2014-07-23 15:50:27.835081,85.58,73.4,1009.66,0.9,2.46,74.39,0.9,1.32,233,fog
2014-07-22 15:50:27.835081,83.72,73.19,1009.64,0.9,2.31,75.04,0.85,2.19,303,fog
2014-07-21 15:50:27.835081,80.56,74.3,1009.61,0.92,2.17,74.16,0.92,1.09,94,fog
2014-07-20 15:50:27.835081,84.22,73.4,1009.59,0.9,2.6,73.74,0.96,0.69,150,cloudy
2014-07-19 15:50:27.835081,79.69,73.4,1009.57,0.92,2.23,73.5,0.94,1.36,67,fog
2014-07-18 15:50:27.835081,86.92,73.4,1009.55,0.88,2.68,74.34,0.73,0.74,151,partly-cloudy-day
2014-07-17 15:50:27.835081,89.19,75.2,1009.53,0.78,2.64,73.03,0.58,1.89,270,partly-cloudy-day
2014-07-16 15:50:27.835081,88.07,71.63,1009.5,0.86,2.54,74.95,0.76,1.57,282,fog
2014-07-15 15:50:27.835081,82.79,75.17,1009.48,0.91,2.4,74.6,0.97,1.14,271,fog
2014-07-14 15:50:27.835081,77.92,74.16,1009.46,0.94,2.22,73.64,1.0,4.37,289,fog
2014-07-13 15:50:27.835081,77.92,73.4,1009.43,0.93,2.07,73.09,0.99,2.63,326,fog
2014-07-12 15:50:27.835081,86.22,73.4,1009.41,0.88,2.12,74.42,0.89,2.13,289,fog
2014-07-11 15:50:27.835081,87.91,74.3,1009.39,0.88,2.5,75.55,0.83,2.69,291,fog
2014-07-10 15:50:27.835081,79.71,73.4,1009.36,0.93,2.28,74.11,0.96,0.36,108,fog
2014-07-09 15:50:27.835081,86.01,73.48,1009.34,0.86,2.32,75.21,0.78,2.66,310,fog
2014-07-08 15:50:27.835081,86.92,75.2,1009.31,0.83,2.59,74.07,0.7,3.06,328,fog
2014-07-07 15:50:27.835081,86.92,75.2,1009.29,0.81,2.93,74.24,0.71,4.93,324,partly-cloudy-day
2014-07-06 15:50:27.835081,88.73,75.2,1009.26,0.82,3.13,74.54,0.65,4.61,328,fog
2014-07-05 15:50:27.835081,83.33,75.2,1009.24,0.9,2.23,75.49,0.65,3.19,312,fog
2014-07-04 15:50:27.835081,89.62,77.01,1009.22,0.81,2.78,76.21,0.51,3.92,307,fog
2014-07-03 15:50:27.835081,89.11,77.01,1009.19,0.82,3.25,76.64,0.57,4.61,311,partly-cloudy-day
2014-07-02 15:50:27.835081,88.93,76.5,1009.17,0.84,3.2,75.73,0.66,3.32,338,partly-cloudy-day
2014-07-01 15:50:27.835081,84.49,74.16,1009.14,0.92,2.3,75.76,0.89,2.04,342,fog
2014-06-30 15:50:27.835081,84.23,75.2,1009.12,0.9,2.64,75.95,0.83,1.56,130,partly-cloudy-day
2014-06-29 15:50:27.835081,89.62,77.01,1009.09,0.83,2.67,77.46,0.61,2.47,262,fog
2014-06-28 15:50:27.835081,92.31,79.71,1009.07,0.81,3.17,77.83,0.51,3.87,284,partly-cloudy-day
2014-06-27 15:50:27.835081,91.43,78.83,1009.05,0.81,3.17,77.08,0.46,3.69,296,partly-cloudy-day
2014-06-26 15:50:27.835081,89.48,77.92,1009.02,0.82,3.42,76.27,0.5,3.09,304,partly-cloudy-day
2014-06-25 15:50:27.835081,89.1,75.43,1009.0,0.84,2.98,76.56,0.66,4.38,307,partly-cloudy-day
2014-06-24 15:50:27.835081,86.39,75.2,1008.98,0.88,2.42,76.14,0.69,3.58,304,partly-cloudy-day
2014-06-23 15:50:27.835081,86.55,75.2,1008.95,0.87,2.44,76.23,0.59,3.44,313,partly-cloudy-day
2014-06-22 15:50:27.835081,89.48,75.2,1008.93,0.85,2.98,75.91,0.64,2.7,321,partly-cloudy-day
2014-06-21 15:50:27.835081,85.12,75.2,1008.91,0.91,2.03,75.61,0.93,1.37,343,fog
2014-06-20 15:50:27.835081,86.45,73.4,1008.89,0.88,2.36,76.78,0.77,5.05,290,partly-cloudy-day
2014-06-19 15:50:27.835081,82.54,75.2,1008.86,0.89,2.37,75.07,0.86,1.36,217,fog
2014-06-18 15:50:27.835081,88.64,73.4,1008.84,0.85,2.49,76.47,0.75,3.83,273,fog
2014-06-17 15:50:27.835081,85.12,76.11,1008.82,0.9,2.58,76.08,0.82,1.29,342,fog
2014-06-16 15:50:27.835081,89.72,75.2,1008.8,0.82,2.94,76.35,0.43,3.27,308,partly-cloudy-day
2014-06-15 15:50:27.835081,89.62,76.11,1008.78,0.84,2.98,76.42,0.62,3.32,322,partly-cloudy-day
2014-06-14 15:50:27.835081,88.81,76.98,1008.76,0.86,3.15,76.76,0.64,2.79,324,partly-cloudy-day
2014-06-13 15:50:27.835081,81.67,75.2,1008.74,0.92,2.71,74.98,0.96,1.47,49,partly-cloudy-day
2014-06-12 15:50:27.835081,82.43,73.4,1008.73,0.91,2.58,75.09,0.9,0.99,158,partly-cloudy-day
2014-06-11 15:50:27.835081,88.73,75.2,1008.71,0.87,2.42,75.92,0.88,1.54,189,partly-cloudy-day
2014-06-10 15:50:27.835081,82.41,74.91,1008.69,0.93,2.42,75.99,0.91,1.69,123,fog
2014-06-09 15:50:27.835081,84.63,75.2,1008.68,0.9,2.66,76.58,0.9,1.62,98,partly-cloudy-day
2014-06-08 15:50:27.835081,86.92,75.96,1008.66,0.91,2.64,76.3,0.87,1.2,148,partly-cloudy-day
2014-06-07 15:50:27.835081,82.66,75.2,1008.65,0.93,2.58,76.36,0.85,0.52,105,partly-cloudy-day
2014-06-06 15:50:27.835081,85.13,75.2,1008.63,0.9,2.56,75.44,0.7,2.18,129,partly-cloudy-day
2014-06-05 15:50:27.835081,89.62,76.82,1008.62,0.83,3.31,76.17,0.57,2.18,234,partly-cloudy-day
2014-06-04 15:50:27.835081,89.31,75.2,1008.61,0.81,2.91,76.23,0.49,3.13,252,partly-cloudy-day
2014-06-03 15:50:27.835081,88.73,75.2,1008.59,0.83,2.82,75.77,0.81,2.85,307,fog
2014-06-02 15:50:27.835081,91.64,75.2,1008.58,0.79,3.0,77.17,0.59,4.91,277,partly-cloudy-day
2014-06-01 15:50:27.835081,92.31,80.41,1008.57,0.8,2.76,77.59,0.54,2.91,295,fog
2014-05-31 15:50:27.835081,92.43,78.83,1008.56,0.8,2.9,78.16,0.48,3.57,285,partly-cloudy-day
2014-05-30 15:50:27.835081,91.75,78.83,1008.56,0.8,3.03,77.49,0.41,1.76,291,fog
2014-05-29 15:50:27.835081,92.41,77.01,1008.55,0.81,2.82,76.24,0.56,1.99,268,partly-cloudy-day
2014-05-28 15:50:27.835081,91.43,74.3,1008.54,0.79,2.89,76.22,0.48,2.08,220,fog
2014-05-27 15:50:27.835081,90.2,78.83,1008.54,0.8,2.88,77.16,0.52,1.66,295,partly-cloudy-day
2014-05-26 15:50:27.835081,93.19,77.01,1008.53,0.78,2.75,76.87,0.51,2.02,299,fog
2014-05-25 15:50:27.835081,91.43,77.92,1008.53,0.83,2.86,76.99,0.69,2.34,300,fog
2014-05-24 15:50:27.835081,90.06,76.11,1008.53,0.84,2.86,76.89,0.51,0.15,318,fog
2014-05-23 15:50:27.835081,92.31,77.01,1008.52,0.8,3.43,77.6,0.44,2.88,277,partly-cloudy-day
2014-05-22 15:50:27.835081,91.43,77.92,1008.49,0.81,3.05,77.01,0.63,1.8,287,partly-cloudy-day
2014-05-21 15:50:27.835081,91.43,76.82,1008.52,0.82,2.49,76.09,0.71,2.16,219,fog
2014-05-20 15:50:27.835081,91.43,76.11,1008.53,0.82,2.64,76.6,0.58,1.28,264,partly-cloudy-day
2014-05-19 15:50:27.835081,91.43,78.83,1008.53,0.8,3.04,78.53,0.5,3.52,266,partly-cloudy-day
2014-05-18 15:50:27.835081,89.91,80.6,1008.53,0.8,3.0,76.32,0.44,2.86,286,partly-cloudy-day
2014-05-17 15:50:27.835081,91.43,77.01,1008.54,0.75,3.44,73.96,0.28,2.69,313,partly-cloudy-day
2014-05-16 15:50:27.835081,92.31,74.3,1008.54,0.75,3.43,73.76,0.31,3.06,291,partly-cloudy-day
2014-05-15 15:50:27.835081,92.32,75.2,1008.73,0.74,3.34,75.3,0.36,5.38,311,partly-cloudy-day
2014-05-14 15:50:27.835081,92.31,78.8,1008.56,0.78,3.04,75.88,0.46,3.36,301,partly-cloudy-day
2014-05-13 15:50:27.835081,91.11,75.2,1008.57,0.81,2.69,77.2,0.65,2.22,304,partly-cloudy-day
2014-05-12 15:50:27.835081,92.43,79.71,1008.58,0.78,3.34,77.14,0.49,2.63,287,partly-cloudy-day
2014-05-11 15:50:27.835081,93.19,77.01,1008.59,0.8,3.03,77.85,0.56,2.48,300,partly-cloudy-day
2014-05-10 15:50:27.835081,90.85,78.83,1008.6,0.82,2.86,77.33,0.42,3.03,288,wind
2014-05-09 15:50:27.835081,86.24,76.11,1008.61,0.89,2.67,76.52,0.76,2.5,160,fog
2014-05-08 15:50:27.835081,77.96,75.2,1008.63,0.95,1.81,74.29,1.0,5.15,138,fog
2014-05-07 15:50:27.835081,83.45,73.4,1008.64,0.91,1.93,75.79,0.93,2.03,125,fog
2014-05-06 15:50:27.835081,92.71,76.11,1008.66,0.81,2.85,75.78,0.82,0.17,19,fog
2014-05-05 15:50:27.835081,91.43,78.83,1008.68,0.81,2.72,76.25,0.68,0.91,235,partly-cloudy-day
2014-05-04 15:50:27.835081,93.27,75.2,1008.7,0.78,3.28,76.53,0.5,1.7,261,partly-cloudy-day
2014-05-03 15:50:27.835081,95.93,76.11,1008.72,0.79,2.8,76.22,0.52,0.92,198,partly-cloudy-day
2014-05-02 15:50:27.835081,95.02,77.01,1008.74,0.77,2.86,75.94,0.5,0.61,281,partly-cloudy-day
2014-05-01 15:50:27.835081,92.31,77.01,1008.76,0.81,2.57,75.52,0.63,1.19,214,fog
2014-04-30 15:50:27.835081,93.19,75.2,1008.78,0.83,2.27,76.8,0.66,1.5,116,fog
2014-04-29 15:50:27.835081,94.11,79.71,1008.81,0.78,2.62,78.63,0.52,2.6,253,fog
2014-04-28 15:50:27.835081,93.19,80.6,1008.83,0.81,2.64,77.72,0.67,2.18,287,partly-cloudy-day
2014-04-27 15:50:27.835081,94.11,75.2,1008.86,0.82,2.54,77.09,0.57,1.74,275,partly-cloudy-day
2014-04-26 15:50:27.835081,94.11,77.92,1008.88,0.8,2.47,78.58,0.52,1.8,333,fog
